evaluations raw_y
2 0.9944311854
4 1.0477787091
6 1.7337031900
7 2.1663778163
10 2.3629489603
56 2.5987525988
80 2.8344671202
88 2.8868360277
96 3.0562347188
202 3.6231884058
295 3.9936102236
340 4.7169811321
5000 2.2281639929
evaluations raw_y
1 1.1825922422
2 1.4863258026
4 1.9260400616
5 2.1968365554
13 2.5562372188
18 2.9976019185
38 3.1172069825
145 3.2467532468
228 3.4626038781
376 3.7993920973
5000 1.2388503469
evaluations raw_y
1 1.1478420569
2 1.8142235123
3 2.3277467412
8 2.3629489603
9 2.4752475248
23 2.5562372188
38 2.6881720430
62 2.7352297593
69 2.9411764706
95 3.0562347188
150 3.1806615776
258 3.2467532468
5000 2.5562372188
evaluations raw_y
1 1.4060742407
2 1.6087516088
6 1.7146776406
12 1.9747235387
40 2.0259319287
43 2.3629489603
107 2.4752475248
108 2.7352297593
114 2.9976019185
223 3.2467532468
241 3.3875338753
1233 3.5410764873
1374 3.7091988131
5000 2.0000000000
evaluations raw_y
1 1.3116474292
4 1.5006002401
14 1.5151515152
15 1.5605493134
16 1.7337031900
32 1.8796992481
33 2.2935779817
35 2.3277467412
39 2.5150905433
52 2.7352297593
88 2.8868360277
139 2.9411764706
149 3.1806615776
226 3.2467532468
1156 3.3875338753
1518 3.5410764873
3851 4.0983606557
4084 4.4483985765
5000 3.1806615776
