evaluations raw_y
33 2.3277467412
41 2.4752475248
42 2.6881720430
47 2.7352297593
53 2.7839643653
70 2.8344671202
74 2.8868360277
112 3.0562347188
132 3.3875338753
502 3.5410764873
613 4.0983606557
5000 2.1079258010
evaluations raw_y
1 1.2690355330
2 1.3007284079
3 1.3455328310
5 1.5762925599
6 1.6778523490
8 2.0259319287
11 2.2281639929
26 2.4752475248
50 2.5987525988
76 2.9976019185
96 3.3875338753
100 3.6231884058
115 3.7091988131
5000 1.8573551263
evaluations raw_y
1 1.8573551263
8 2.3629489603
14 2.5562372188
49 2.7839643653
50 3.1172069825
2068 3.3156498674
5000 3.2467532468
evaluations raw_y
1 0.9130752374
3 0.9944311854
4 1.0841283608
7 1.2899896801
15 1.8355359765
19 1.9025875190
21 2.3629489603
41 2.6881720430
75 2.9976019185
80 3.0562347188
124 3.3156498674
5000 2.2603978300
evaluations raw_y
1 0.7692307692
2 0.8532423208
3 0.8626639061
4 1.0008006405
8 1.0692899914
10 1.2388503469
11 1.4450867052
12 1.7146776406
17 1.7531556802
22 1.9747235387
33 2.0000000000
38 2.3629489603
39 2.7352297593
48 2.8868360277
83 2.9976019185
84 3.5410764873
5000 2.5150905433
evaluations raw_y
1 1.1312217195
3 1.6254876463
4 1.8142235123
10 1.9500780031
20 2.0000000000
29 2.0798668885
34 2.1367521368
37 2.1663778163
49 2.1968365554
52 2.2603978300
58 3.1172069825
1700 3.7091988131
5000 2.4366471735
evaluations raw_y
1 1.4188422247
2 1.5451174289
8 1.5923566879
10 1.6600265604
11 1.8142235123
13 2.2935779817
24 2.5987525988
26 3.5410764873
58 3.6231884058
433 4.3252595156
473 4.8638132296
5000 3.2467532468
evaluations raw_y
1 1.4723203769
3 1.5451174289
6 1.5923566879
8 1.9025875190
36 2.2281639929
48 2.3277467412
50 2.4366471735
69 2.5150905433
109 2.5562372188
117 2.8344671202
119 3.1172069825
165 3.1806615776
182 3.2467532468
5000 2.1968365554
